,title,company,location,salary,summary
45,Social Designer/Social Content Creator (Chicago),,"Chicago, IL",,You’re able to generate designs of consistently high quality.An ability to work with brand identity systems and shared design projects.
46,Strategist,,"Chicago, IL (The Loop area)",,Familiarity with experience design/strategy best practices that are the foundation for consumer-centric approaches and journies.
47,5G Senior Researcher,,"Remote in Chicago, IL",,"The preferred candidate has knowledge about the design, modelling or implementation of 3GPP communication protocols."
48,newLab Research Assistant 2,,"Chicago, IL 60612 (Illinois Medical District area)",,Advanced knowledge of standard experimental design.Log data and experiment results and discuss with researcher and team.Strong oral and written communication.
49,newSenior Data Scientist - Cars.com,,"Remote in Chicago, IL",,"Develop state-of-the-art methodologies for research problems that have high business impact, including areas of statistical and causal inference, econometrics,…"
50,Head of Design,,"Hybrid remote in Chicago, IL",,The Design Chapter includes UI/UX designers- design thinking coaches- service/journey designers- user research- design operations- and other design disciplines…
51,"Vice President, Influencer Marketing",,"Chicago, IL",,"You will have a thorough understanding of how to design and execute successful measurable influencer campaigns, as well as a deep knowledge of how digital…"
52,Design Research Lead,,"Remote in Chicago, IL",,Create and maintain an insights repository with an organization scheme that makes it easy for researchers and non-researchers to find relevant insights.
53,"Technical Sourcer, Software",,"Chicago, IL 60606 (The Loop area)",,"Within the Product pillar, the teams hiring for Sourcers are: Product Design, Product Marketing, Data Science, Data Engineering, Content Strategy, Product…"
54,Senior User Experience Researcher,,"Chicago, IL 60654 (River North area)",,"Deep knowledge of best practices for UX design principles, and expert understanding of user research methodologies (both qualitative and quantitative)."
55,"Senior Manager, User Experience Design",,"Chicago, IL 60661 (Near West Side area)",,History in experience design with portfolio emphasizing product thinking and experience strategy achievements.
56,NXT – User Interface (UI) Developer,,"Chicago, IL",,"Partner with the industry’s top analysts, traders, quantitative researchers, and data scientists to design, develop, and deploy solutions that answer…"
57,Junior Quantitative Developer,,"Chicago, IL",,"Design and develop production code of trading strategies: pricing models, execution logic and performance optimization along with researchers, traders and…"
58,Communications Manager,,"Chicago, IL",,"Experience in driving social media campaigns and working with creatives across design and multimedia.From medicines, cars, devices, food, and even the tile in…"
59,Senior Research Associate,,"Chicago, IL 60616 (Bronzeville area)",,"The Postdoctoral researcher must have solid experience in the design, synthesis, and characterization of functional porous materials, metal-organic frameworks …"
60,Communications Manager,,"Chicago, IL",,"Experience in driving social media campaigns and working with creatives across design and multimedia.From medicines, cars, devices, food, and even the tile in…"
61,Senior Research Associate,,"Chicago, IL 60616 (Bronzeville area)",,"The Postdoctoral researcher must have solid experience in the design, synthesis, and characterization of functional porous materials, metal-organic frameworks …"
62,newExperience Design Co-Op,,"Hybrid remote in Chicago, IL 60290+2 locations",,Ability to drive the design review cycle and close on design requirements independently.Experience with design across multiple channels.
